classes	TEL-AML1_1	TEL-AML1_2	TEL-AML1_3	TEL-AML1_4	TEL-AML1_5	TEL-AML1_6	TEL-AML1_7	TEL-AML1_8	TEL-AML1_9	TEL-AML1_10	TEL-AML1_11	TEL-AML1_12	TEL-AML1_13	TEL-AML1_14	TEL-AML1_15	TEL-AML1_16	TEL-AML1_17	TEL-AML1_18	TEL-AML1_19	TEL-AML1_20	TEL-AML1_21	TEL-AML1_22	TEL-AML1_23	TEL-AML1_24	TEL-AML1_25	TEL-AML1_26	TEL-AML1_27	TEL-AML1_28	TEL-AML1_29	TEL-AML1_30	T-ALL_1	T-ALL_2	T-ALL_3	T-ALL_4	T-ALL_5	T-ALL_6	T-ALL_7	T-ALL_8	T-ALL_9	T-ALL_10	T-ALL_11	T-ALL_12	T-ALL_13	T-ALL_14	T-ALL_15	T-ALL_16	T-ALL_17	T-ALL_18	T-ALL_19	T-ALL_20
7386	6848.6	14657.6	12248.6	10049.8	9578.3	12818.5	7049.3	11179.2	13844.8	11332.1	11800.5	13071.8	15615.3	11719.2	7051.9	13206.7	9753.5	8780.1	12856.7	15155.9	12594.9	10139.2	11330.1	13153.5	7041.9	10845.6	10259.6	8318.3	11160.2	7469.1	10411.5	16926.9	15856	10764.9	19027.7	7944.2	8897.3	10507.4	9761.4	10596.1	17071.9	15375.4	11224.5	8861.5	14485	16570.4	10667.8	16022.4	10319.2	8922.9
7384	0	9167	7812.9	3622.8	4417.3	0	2954.9	0	11475.7	0	9514.4	8356.4	8478.4	11676.3	3658.5	9684.5	5589.5	3319.6	6584.9	10776.3	5549.4	7931	0	7878.2	5358.7	9053.8	8104.5	4014.7	7893.5	0	8035.8	8528.8	13241.5	11251.8	9708.7	7403.6	0	8925.4	8329.7	12742.7	19681	11812.7	7150.6	7150.3	18548.8	14374.9	13553.8	17007.8	12075.8	0
7385	4842.4	8979.2	7619.4	7217.2	5368.2	7825.9	8457.7	8903.9	5749.5	6524	7021.5	4783	10477.1	6841.6	8460	6588.1	5939	5442.7	9328.6	8742.9	5220.8	5538.4	8215.8	10687.6	6838.1	6482	7684	6723.8	10052.9	6355.8	11040.1	8497.5	10741.4	7898.4	8210	5989.2	0	7741.6	7093.7	10395.5	9074	12186.9	7564.9	9677.3	6659.9	8280	10106.3	10933.7	6914.2	0
100008586	0	0	0	0	0	0	0	0	0	0	0	2562.1	0	0	3212.1	0	0	0	0	0	0	3067.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
84159	6130.7	9441.9	5383.8	8310.9	2770.9	10229.8	14539.6	9002	0	5572	5615.9	10553.3	9317.6	7401	7452.4	4458.9	11373.2	7674.7	9818.4	3673.9	10415.4	7475	8789.6	13409.8	9494.6	7933.9	7526.8	6886.7	12430	8059.1	4221	5976.6	7753.8	0	9815.9	0	0	4328	0	3053.9	1712.2	8464.1	0	2852.4	4603.7	0	2131.7	4098.2	0	0
23562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9061	0	0	2356	0	3417.1	0	0	4965.1	2230.9	2941.3	2817.5	0	0	2439.4	4541.5	2494.5	0	2339.5	0	3433.9	3701.1	0	0	0	0	2829.5	2191	0	0	0	5646.2	4878.4	6779.9	5384.8	0	4529.7	0	4072.6	6004.2	4301	5801.5	0	10517.2	3714.4	5651.9	4043.7	5461.9	5261.1	4025.1	0
9060	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9063	0	0	0	3855.7	0	0	0	0	0	0	1792	0	2006	0	0	1085.4	0	2902.9	0	0	2986.7	0	0	0	0	0	2087.3	0	0	4671.4	0	0	0	0	3782	0	0	0	0	0	0	0	1616.2	1856.3	0	2253.5	0	1230.8	0	10560.2
10288	0	0	0	1324.9	0	0	0	0	0	0	0	0	0	0	0	1314.5	0	0	0	0	0	0	2030.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10289	0	3535.8	3235	3025.1	5400.7	4023.4	0	3875.8	0	1759.3	3147.1	4214.7	5308.7	3861.3	0	1974.5	0	0	0	2138.4	2149.2	5288.3	0	4035.7	0	2717.4	1395	3663.9	0	4340.3	0	2996.6	1669.4	3826.3	0	0	0	0	0	2949.9	1368.6	1502.5	3996.8	2376.5	1289.7	0	2431.6	1946.6	4028.5	0
10286	0	0	0	0	0	0	0	1953.6	0	0	0	0	0	1134.5	0	0	0	0	0	0	0	1478.1	1080.7	0	0	0	0	752.6	0	0	0	0	1100.2	1519	834.7	0	0	0	0	1496.1	0	0	0	0	0	0	0	715.9	0	0
10287	11206.5	25657.6	15693.3	14960.6	29608	20037.4	6311.5	20720.9	25664.4	14632.1	23421.9	12699.3	18502.2	21070.7	17100.2	16958.8	18155.1	23157.3	17446.2	23650.3	14368.3	21252.1	14245.9	10961.5	14441.6	18756	13557.4	9514.7	25726.9	3869.2	7875.8	4028.8	13890.4	5350.3	3638.3	37008	0	5565.6	8178.3	8604.7	10524.1	0	0	8055.4	8389.5	8968	5690.4	6698.3	17096.9	0
10284	22454.5	18714.7	18955.4	21146.4	17812.8	16762.3	19524.5	14148.1	14753.9	17671.2	19339.3	17746.2	18801.7	17339.9	14566.1	21997.4	12940.8	18358.1	14015.6	18204.5	17058.8	15701.9	20036.8	16022.6	17175.4	18972.5	14149.6	15988.6	16183	15221.1	17923.1	31801.6	22748.5	23751.3	28923.4	18857.5	20604.9	19929.7	15714	22342.3	24966	19091.1	22749.8	20215.6	24430.9	22748.3	17566.7	25157.8	23642.2	10227.2
10285	0	0	2127.4	0	2951.8	0	3432.4	0	0	2586.2	2327.6	2013.9	0	1662.6	0	1207.2	0	0	0	2069.9	0	0	0	2237.3	0	2170.6	0	0	2770.3	2364.2	0	0	2211.9	0	3316.2	0	0	2987.6	0	3028.4	1829.9	0	4350	2140.7	1731.7	1343.5	0	2026.7	0	0
10282	0	0	1703.6	0	2178.5	0	0	0	3386.9	0	1016.2	1808.5	2298.3	0	0	1758.6	0	2114.3	0	0	0	1789.5	0	0	0	1288.9	1566.7	0	0	0	0	1863.8	0	2040.3	799.7	0	0	1196.1	1477	0	2108.8	3648.6	0	1719.8	1349.9	0	1690.7	1639.7	0	0
10280	0	0	4174.5	0	2445.2	0	5454.1	0	0	0	3744.8	6914.2	5962.7	3589.2	3146.9	2632.8	4059.9	0	3056.7	3698.7	2194.5	0	0	4571.1	4661.5	4902.5	0	3948	0	0	4787.4	4493.3	5881.3	0	4683.5	6463.8	0	0	5798.3	0	7643.8	0	9699.8	2386.2	1645.9	6526.7	2893.5	6157.9	6269.3	0
10281	0	0	0	0	0	0	0	0	0	0	0	0	0	1696.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
200734	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	862.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5279.8	0	3887.5	0	3424.6	0	0	0	0	0	0	2563.6	0	2080.6	0	4736.9	0	0	0	0
23052	0	3129	0	0	0	0	0	0	0	2513.4	0	0	2305.1	0	0	1121.1	0	0	0	0	0	0	0	0	0	1162.1	0	1865.7	0	0	0	1930.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1504.3	2600.5	0	0
3562	0	0	0	0	2264.7	0	0	0	4089	0	0	4219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5576.4	0	0	0	0	0	0	0
3563	0	0	4417	0	0	0	0	0	0	0	0	0	0	4511.9	0	2691.3	0	0	5028.9	4304.7	0	0	0	0	5187.3	3330.1	0	0	0	0	0	0	0	0	0	2935.9	0	0	0	0	0	0	0	2126	0	0	0	0	3618.8	0
3560	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1769.5	0	0	0	2928.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	918.7	0	0	0	0	0	0	0	0	0	0	0	0
3561	4876.7	13502.7	8759.7	3539.9	0	0	0	6697	10833.4	10137.6	0	0	7319.7	7240.5	10556.2	8815.3	13432.1	10514.2	9056.4	11433.1	5219.3	10969.7	7619.8	9356.7	11063.4	13628.7	9309.6	20150.8	0	0	31753.8	16203.4	24289.7	21444.3	17790	29562	17496.8	32087.1	22791.7	22495.5	22235	30214.5	15469.1	22628.2	13996.5	22388.6	24743.3	25537.7	32123	0
22849	1014.7	0	0	0	0	1394.8	0	0	0	0	0	0	0	0	0	0	0	1749.9	0	1869.9	1981.8	0	0	0	0	0	0	0	0	1657.6	0	953.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2133.2	0	0	0	3699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3565	0	0	0	0	0	0	0	0	0	0	1760.2	2954	1044	0	2242.4	0	0	0	0	1670.5	0	1514.1	0	1897.1	0	0	0	0	0	1977	6879.2	0	0	1066.3	1233.6	0	0	0	1891.8	0	1317	3671	0	0	0	0	1412.4	1182.1	3841.2	0
22845	0	0	0	0	0	0	0	0	0	0	0	4893.5	4605.9	0	0	2336.1	0	6804.8	0	0	4556.7	0	0	0	0	2693.8	6192.9	5207.9	0	0	0	0	0	0	0	0	0	0	0	6267.5	1950	0	0	0	0	0	4690.2	2844.4	0	0
22844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22847	0	0	0	0	0	0	0	0	0	0	0	2220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3569	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1716.1	0	0	0	0
22841	0	0	0	2253.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2728.8	0	0	0	0	0	0	1671.5	0	0	0	0	0	0	4192.2	3025.6	0	0	0	2491.8	0	0	0	0	0	0	0	0	1484.3	0
645073	6331.3	4470.7	0	0	0	0	0	0	0	0	3980	3168.9	0	2615.3	0	0	0	0	2875.7	0	2215.7	5663	0	2351.5	0	1578.3	0	0	0	0	4945.6	2024.2	0	0	3178.7	0	8013.1	0	0	0	0	0	0	0	0	0	0	3868.4	4104	0
22843	0	0	1315.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	867	0	0	0	0	0	0	4944.5	0	0	0	0	0	8659.2	0	0	0	0	0	0	0	0	0	0	0	0	0
4485	0	0	0	0	3139.9	0	0	0	0	0	0	0	0	0	0	0	0	0	3907.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1688	1630.5	0	0
4486	0	0	0	0	732.9	0	0	0	0	0	0	0	0	0	0	966	0	0	0	-398.6	0	0	0	0	0	0	2686.2	2718.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	735.3	0	0
4487	4469	0	3122.7	0	0	7371.3	7357.1	3267	0	0	3387.5	0	3881.7	0	0	0	0	0	5126.1	0	0	5163.3	5442.6	0	0	0	0	0	0	5431.6	0	1901	0	0	0	0	0	0	0	0	2485.3	0	0	0	0	4589.3	4368.8	0	0	0
4481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2289.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1716	0	0	0	0	0	0	0	0	0
4488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2884.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4139.9	0	0	0	0	0	0	0	0	0	0	0	0	0
4489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3328.7	0	0	0	4901.7	0	0	0	0	0
2903	0	0	0	5382.4	0	0	0	0	0	1251.5	0	0	0	0	0	0	0	0	0	0	3240.8	0	0	0	0	0	0	0	0	5577.5	0	0	0	0	0	4630	7795.3	0	0	0	0	0	0	0	0	0	0	0	0	0
2902	0	0	0	0	5450.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2901	11872.7	6517.5	4733.1	0	0	11638.7	16541.6	0	0	9891.9	5317.6	9688.1	8491.3	0	0	5276	6977.3	5738	9068.4	6569.4	8056	8478.8	7037.3	7135.9	4834.6	6967.2	4539	9683.8	7730.7	9355.5	8267.6	5954.8	7663.7	5588.6	0	11398.8	11126.5	0	6357.6	8027.5	5803.9	5150	0	4244.6	5480.5	5363.9	0	5314.5	0	14226.9
2907	7606.3	5048.9	4976.3	7464.6	7280.7	18684.9	0	2954	23209	9288.9	9348.2	9659.5	4667.3	12455	4811.2	6625.9	8501.4	10997.6	8272.2	9341.2	6149.1	20285.9	0	8640.8	7288.6	13241.3	10802	6403.2	17721.3	7620.4	0	5474.5	0	3682.3	3738	11184.6	0	0	3771.7	0	3432.6	0	0	6383.5	4871.7	0	10419.2	0	9884.2	10781.1
2906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1873.7	0	0	0	0	0	0	0	0
2904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
705	0	4843.9	0	5135.2	0	0	0	7660.1	4235.2	0	6018.1	0	4917.2	5347.6	0	3450.9	4753.2	4760.5	8551.1	0	4571.5	0	7401.9	5883.7	0	5225.4	5022.9	5232.4	0	0	0	4075.1	0	0	3623.3	5508	0	0	7156.6	9118.3	6067	0	0	0	5146.6	9249.6	8516.3	6720.4	6573.7	0
706	17614	35427.1	14455.3	13841.2	0	16479.7	14889	21164.7	24436.5	32624.6	19315.5	15708.5	24720.9	11600.8	30006.1	19769.3	22196.2	19729.1	25671.7	22668	17001.8	19106.8	17556.3	23729.4	11345	43903.2	26301.6	15054.6	14954.8	13217.4	14464.7	6123.8	7347.7	2984.5	19299.2	0	8486.4	0	21875.9	8282.1	6938.3	20269.8	11878.9	19808.2	0	12393.9	10392.7	9761.8	15919.9	14499.8
2908	0	0	3274.1	0	3055.1	0	3207.6	9875.9	6706.2	0	4309.6	6549.2	4145.2	4065.9	3575.3	2418.5	11145.1	6715.1	0	6882.9	4781.9	0	3030.3	4659.2	0	5968.6	4371.7	0	5188.6	4589.5	0	0	0	3951.5	2976.9	0	0	0	2197.5	0	4053.3	0	0	2827.4	3896.3	0	0	2691.9	3913.8	0
701	5215.4	0	3310.8	0	0	0	5568.9	4039.3	3057.1	0	2598.2	0	4414.8	1932.4	0	2748.9	0	0	0	2517.6	3806.2	0	0	0	0	2849.4	1220.7	1362.8	0	0	2246.2	3710.7	1841.6	2397.4	4615.5	3115.6	0	2644.9	0	3801	3735.6	0	5206.5	3009.3	5981.8	4347.9	4303.1	5847.7	0	3296.9
101059993	5541.7	2169.9	4376.2	5996.2	4093.2	0	5318.3	0	0	4284	5158.1	7444.3	4870.9	3195.3	0	7078.7	0	4862.5	9316.8	4952.2	5378.2	0	5034.8	4623	2665.1	5415.3	4457.8	4360.1	3199.5	0	3237.9	4941.7	6051.3	7770.4	5975.3	5222.3	6286.1	3255.8	5558.8	8435.3	7389.9	6673.3	0	4620.8	8682.5	8741	7482.3	9069.3	7161.5	0
23161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3021.5	0	0	0
5319	0	0	0	0	0	0	3190	0	0	0	611	0	0	0	0	0	0	0	0	1519.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1781.6	465.5	0	0	0
5318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1778.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	985.7	0	0	0	0
6299	0	0	0	0	2544.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5517.5	0	0	0	0	0	0	1197.2	0	0	0	0	0	0
5313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1537.2	0	0	0	0	0	0	0	1776.6	0	0	2250.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1747	0	0	0	0	0	0
5311	5754.4	11772.5	6975	8957.3	6293.6	12143.6	9802.3	12185	6082.7	0	9513.4	7492.7	8099.1	6044	10726.5	5590	9306.8	6288.2	8161.6	7452.4	8199.1	9283.6	12773	7408.2	10909.6	8104.1	7900.7	9103.6	7226.5	9061.9	0	3434	4512.2	5640.9	0	4713.1	0	0	6476.4	4480.5	0	6824.9	3980.4	6369.1	5664.1	4284.9	4536.2	4215.2	5190.4	0
5310	0	0	2937.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1843.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4281.4	0
5317	0	0	0	0	0	0	0	2082.6	0	0	0	0	0	0	0	0	0	0	0	1361.3	0	0	0	0	0	0	0	0	0	0	0	4145.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2801.6	0	0	0
5316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5315	24074.5	41764.7	31771.9	26010.1	37152.9	39942.8	16389.4	27605.4	48704	24483.2	31294	29956.5	26727.4	26867.3	31337.3	25701.7	23232.2	59080.8	37443.4	37193.3	41648.5	23939.4	34263.5	24742.4	40113.2	32930.5	35065.7	26218	39423.2	7716.8	31060.2	14682.5	52755.2	50574.4	20658.2	17633.4	25261.7	11586.3	35297.8	35415.3	32330.9	38337.1	0	20667.2	31599	29407	39180.7	40194.8	50775.2	11351.9
3216	0	0	0	0	0	0	0	0	4175.8	0	2728.9	5108.9	0	0	0	0	0	0	0	0	0	0	0	0	0	2366.5	0	2659.4	6164.2	0	0	0	0	0	1684.5	0	0	0	0	0	1797.4	4424.4	0	3597.6	0	0	0	1931.5	0	0
3151	151727.6	79953.5	137268.3	100664.8	105515.6	111763.4	183849.2	87141.4	108750.8	103629.4	91698.1	165666.5	105136.4	118698.5	85955.9	109008.9	83782.3	98996.2	155775.3	143531.6	131201.5	71744.1	113328.1	94342.5	103550.4	137137.8	113964.1	93263.5	103256.6	125618.1	174171.8	126353.6	94504.6	177724	156859.9	95164.9	181173.9	157400.7	139296.5	206974.1	180543.5	106779.8	185242.1	129009.2	177696.5	185663.7	146614.3	197003.2	95339.9	168289.3
3150	40258.7	36551.9	43845.7	45761.7	33648.3	50425.1	26698.6	37129.6	36132.2	43711.8	35029.7	30013.2	32092.8	30499.1	51078.3	35651.5	25453.3	31245.3	27791.2	41654.1	56910.4	30266.5	33347.2	34426.4	36062.8	25880.9	32922.3	25277.5	30475.5	32705.6	40064.3	49388.2	40731	34628.2	30795.4	35698.7	31043.4	56627.2	41616.2	34130.9	45592.9	53182.5	46771.8	46732.6	50688.6	37849.8	46168.5	67955.4	32031.3	26348.2
3157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2603.6	1919.1	0	0	0	0	0	0	0	0	0	1045.7	0	0	0	0	0
3156	0	0	1344.6	0	2832.2	0	0	0	0	0	0	0	0	0	0	994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2028.2	2344.8	4508.1	3611.7	0	0	4083.9	0	0	2184.9	4368.2	3088	2394.8	0	2454.3	0	1809.1	0	5464.1
3155	0	4112.9	0	0	0	0	0	0	0	0	0	0	1322.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1432.4	0	0	2057	0	0	0	0	0	1181.9	0	0	0	0	0	1933.5	1428.3	3948	0
23168	0	0	4004	2833.6	0	0	4443.4	3519.1	0	0	3583.9	0	0	3905.6	0	3088.4	4254.3	0	0	0	0	0	0	4164.4	0	2815.2	0	2304.3	0	0	1666.3	1376.6	1727.2	0	0	0	0	0	3636.3	3604.1	2150.7	0	0	2449.4	0	0	0	3700.1	2818.4	2847.1
11083	0	0	2426.6	4141.6	0	0	10520.2	0	0	0	0	0	0	3207.9	10747.1	2901.9	0	0	7805.6	4437.6	0	0	0	0	6253.7	2313.9	0	5414.4	0	4798.2	0	3044.6	3648.8	0	2335.9	0	0	0	3607.6	0	0	3227	0	5076.3	2933.8	0	0	2332.1	0	11983.9
11082	0	0	0	0	0	0	0	0	0	0	0	3615.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3159	24728	30048.6	24609.6	25403.2	53291.2	39496.1	27365.2	23474.2	54312.8	21609.8	34856.8	45290	27979.3	38692.5	23073.3	32035.3	25942.4	48608.2	34011.1	61248.2	39305.3	46083.8	31199.3	40138.3	37984.5	38300.6	40260.9	25506.4	50892.9	10699.4	22274.8	18966.6	34662.1	51277.1	19049.3	25948.2	0	15767.8	57965.9	29425.4	53776.5	10229.8	23972.2	31072.1	84553.1	35303.8	49763.1	34967.6	42593.6	16155.5
3158	0	0	0	0	0	0	0	0	0	3327.3	0	0	0	3875.9	0	1859.3	0	0	4410	0	0	0	0	0	0	0	0	7751.5	0	1877.7	5131.7	3986.5	0	0	2780.9	0	0	0	3525.6	0	2621.5	5318.5	0	0	0	0	1538.3	0	0	0
1635	0	0	2973.6	1489.2	0	3180.2	0	0	0	0	3761.8	0	4008.4	2730.9	0	4283.9	0	3773.7	2638.9	0	2110.5	0	0	4141.4	0	4560.6	2609.9	1943.4	3928.5	0	0	5735.3	10494.8	7204.3	0	12206.3	0	0	6621.7	0	6566.3	0	3351.5	7523.3	7589.4	3355.7	5830.8	8598.6	7640.9	0
3213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4815.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3461.8	0	0	0	1769.5	0	0	0	0
91746	0	4914.5	5909.2	4907.7	0	4012.5	6832.2	5168.2	6088.4	7012.2	7169.9	5862.3	6318.5	7098.9	7954.4	5452.4	6913.6	4677.1	6042.2	5730	5791.4	5115.9	4904.8	6392.6	5202.4	4742.9	7323.6	5617.6	6185.5	6899.5	5797.6	5605.1	4992.7	4434.9	7135.2	0	4764.1	4098.3	5299	7433.8	4895.7	3085.4	5169.6	6132.6	4805	6994.8	4352.3	4568.8	4661.5	0
347746	15375	22941.3	15038.3	19122.5	18562.6	19249.3	14082.3	14867	22770.6	21225	22343.6	21999.4	17771.5	26044.5	19472.3	26102.7	13793.9	28160.3	30540.1	28769.4	21855.9	15792.3	19482.6	0	21511.2	13431.5	25487.4	16033.6	22116.1	16769.4	25830.6	27266.1	21681.4	20689.7	20162	20752.6	19987.6	27898.6	27522.7	25461.2	21291.5	37673.4	18075.4	19426.8	23003.3	19011.5	18201.1	32481.3	9434.4	18599.3
1639	0	0	3889.3	0	0	0	0	4692.4	0	0	3346.8	3875.6	0	4968.9	3831.4	4543.8	9087.6	4362	3204.4	4578.6	3991.7	5003.9	0	0	4862.5	4841	0	2133.5	5767.4	0	0	3186.9	0	0	4461.9	8444.4	0	0	6105.6	6191.4	5381.6	0	0	3260.8	3818.5	4157.3	0	3250.9	5675.7	0
1590	4768.5	0	0	0	0	0	0	0	0	0	0	0	1999.1	2357.2	0	0	0	0	0	0	0	0	2447.1	0	0	0	0	0	4237.2	0	0	1239.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2177.4	1627.3	3119.6	0
23550	0	0	4891.6	4028.2	7205	0	0	0	0	2159.8	5815.1	5454.3	3911.7	4885.8	0	4422.9	6620.2	0	0	0	5575.1	10283	0	5482	4862.5	2583.9	0	5978.2	0	0	9550.7	6229.8	11263.3	7942.3	4781.2	13172	0	15595.4	15607.2	10101.7	6402.1	10748.4	0	8203.7	9242.7	8028	7160.9	6410.7	10406.5	16230
23552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2686.2	0	0	0
23558	6142.9	12842.7	7340	8082.9	12879.4	12401.8	0	16852.6	9598.8	18881.9	11381.2	8410.1	17953.4	13489.7	11498.2	8688.4	13094.1	9249.8	13429.9	11462.7	8346	13342.8	7191.3	8994.2	7587.6	10128.1	6863.6	24338.9	12672.1	8535.5	8481.1	10347.5	10165.3	8930.6	8140.1	10616.1	0	8009.2	11052.7	11611.2	8145.3	9413.1	0	7114.7	7759.9	11357.1	10952.7	4306.9	9237.5	0
23089	0	0	3250.6	0	0	0	0	0	0	3868	0	3794.6	1152.6	0	2877.9	0	3845.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1814.4	787.8	0	0	0	0	0	0	0	0	0
23082	0	0	0	2293.2	0	0	0	0	0	0	0	0	1592.7	0	0	1157.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1080	1391.8	0	0	0	0	0	0	0	0	0	0	0	0	0	1655.3	0	0	4681.8
23080	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-9.2	0	1490	0	0	1681	0	0	2169.8	0	0	0	0	0	1819.2	0	0	0	0	0	0
23081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1662.2	0	0	0	0	0	0	2234.7	0	0	0	0	1231.9	0	1197.5	0	0	0
23085	3223	0	0	0	0	0	0	0	0	0	0	2915.8	0	0	0	0	0	0	0	0	0	2218.2	0	0	0	0	2599.3	0	0	3081.7	0	0	0	0	0	1973.3	0	0	0	0	0	0	0	0	1000	1498.2	1557.6	0	0	0
23177	0	0	6060.6	10609.5	0	6468.9	6813.2	0	11222.6	8332.6	7305.7	7775.1	4774.5	2598	0	2317.9	7895.5	8976.1	0	1904.7	5350.6	3857	8555.8	4050.1	0	6063.8	4257.1	3848.6	4691.7	0	0	0	3425.4	0	3293.2	0	0	0	3130.7	0	2009.6	0	4542.8	5265.9	4030.8	3738.8	3704.7	0	0	0
