classes	T-ALL_1	T-ALL_2	T-ALL_3	T-ALL_4	T-ALL_5	T-ALL_6	T-ALL_7	T-ALL_8	T-ALL_9	T-ALL_10	T-ALL_11	T-ALL_12	T-ALL_13	T-ALL_14	T-ALL_15	T-ALL_16	T-ALL_17	T-ALL_18	T-ALL_19	T-ALL_20	T-ALL_21	T-ALL_22	T-ALL_23	T-ALL_24	T-ALL_25	T-ALL_26	T-ALL_27	T-ALL_28	T-ALL_29
6207	108599.8	117084.7	131600.4	137214.8	120634.8	120539.2	137075	94046	163081.5	132296.4	149175.3	119374.4	168644.9	141481.5	158089.1	141684.5	152787.9	81422.7	179520.1	141189.2	102619.5	119890.1	92719.6	126744	147146.5	134359.8	217732.6	123976	104038.8
6201	69140.8	80741.2	102906.7	89848	66194.3	84249.7	95257.9	93549.5	108751.1	75828.5	105532.6	94618.8	108246.3	94539.6	122661.8	84996.6	138822	72399.5	127694.7	76552	81724.1	85487	78444.4	62153.8	107636.2	96821.8	124664.5	85794.5	99600.7
6202	137531.9	147527.6	166686.6	210018.2	149340.1	142716.1	179212.6	109189.1	274661.6	159214.8	199741.8	151817.9	225981.8	205513.3	249686.2	168163.6	170952.2	139036.3	217244.1	240567.1	186199.9	181533.9	156671.3	160455.8	241182	199643.6	242835.8	147117.2	173023.2
387104	0	0	0	1290.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6208	121743.4	83595.5	189697.4	211080.7	205163.1	101032.9	155847.5	71462	277625.7	155174.5	217999.8	149655.3	230972.2	234134.8	271369	151786.3	195851	133678.9	266900.8	174329.3	162045.8	193339.8	155677.2	159247	245968.8	172655	218326.2	148254.3	159146.8
6209	101984.6	182387.1	172776	227213.1	195440.5	180768.8	147027.2	129230.3	247997.9	160938	199864.2	129005.1	266312.3	213927.9	233287.9	155217.2	227312.1	148927.8	248903.6	134962.4	134825.3	192175.4	132997.1	110553	310583.2	225481.6	277076.4	210633.1	144776.8
7512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6809	0	621.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
54471	0	5116.4	4440.4	0	0	0	0	0	4671.1	0	2709.6	0	0	3725.9	2912.3	3713.3	3407.1	2924.6	0	0	1554.6	0	2290.4	0	5225.9	0	0	4780	3310.5
6804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6801	1950.1	1435.5	0	3300.9	7270.3	2075.8	4911.1	4206.9	0	0	890.9	3787.2	7901.8	1721.9	1255.4	0	0	566.2	2363.3	0	0	0	0	4128.3	0	2496.8	6126.8	4878.4	0
10563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9745	0	0	0	0	0	0	0	0	0	2321.5	0	0	0	0	0	0	0	0	0	3978.5	0	0	0	0	0	0	0	0	0
9746	0	6111.2	6505.5	0	9268.5	0	0	7945.4	12689.5	0	0	0	0	6166.4	0	5182.1	0	5405.2	0	0	0	0	6527.5	0	5744.9	0	0	5727.3	9493
9747	0	0	0	0	0	0	0	0	0	0	0	0	0	571	0	1710.9	1825.7	0	0	0	2503.4	0	0	1870	0	0	0	0	0
113791	3342.6	0	0	0	0	0	0	0	0	3728.3	0	0	0	0	0	0	2758.6	0	3581.8	0	0	0	0	3091.4	0	0	0	0	0
9741	0	14932.4	7160.8	0	15837.8	18483.2	0	12965	4618.8	6328.2	5533	8536.1	0	17565.8	5998.8	6475.7	9914.6	5846.7	15193.5	0	4057.5	0	13344.8	7450.4	10019.9	0	0	7215.2	9154.6
10565	4040.4	8166.8	6223.2	6056.6	6969.5	4026.4	0	6090.6	5409.3	4820.6	6308	4350.5	0	5849.9	5827.7	3562.6	4007.9	7742.6	6840.2	0	4735	7615	8569	3462	6414.4	7527.2	0	5032.5	5926.9
9743	0	0	0	0	0	0	0	0	0	0	1065.7	0	0	0	0	1445.2	1912.4	0	2547.5	0	0	0	2487	0	0	0	0	0	2364.1
9748	0	3086.4	2431.5	3982.3	3049.3	4205.9	0	0	3921	0	0	0	0	4323.3	2432.8	1655.1	2550.2	1520.8	5619.3	0	2570.4	0	2778.4	1783.4	4500.2	5064.6	6648.9	2232.4	0
9749	0	0	0	0	0	0	0	4939.8	0	0	0	0	6293.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
388818	0	0	0	0	1430.3	0	0	0	1641.8	0	0	0	0	1193.1	0	0	2079.7	0	0	3779.6	0	0	1442.1	0	0	0	4401.4	0	0
730013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8838	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3013	0	0	0	0	0	0	0	0	0	0	4136.6	0	0	0	0	0	6220.9	0	0	0	0	0	0	0	0	0	0	0	3834.7
8835	0	1533.9	0	0	0	0	0	0	9318.3	0	0	8687	0	0	0	0	0	0	0	0	0	0	0	16789.3	0	0	0	0	10230.2
8834	0	2598.8	3041.9	0	0	0	0	0	0	2222.7	2873.6	0	0	1719.2	3719.9	0	2454.7	1950.1	0	0	2943.6	4964.4	0	2623.4	0	0	0	3132.4	0
8837	0	1506.2	0	0	3419.1	0	0	0	5713.8	0	2084.6	0	0	5865.4	0	0	0	4162.5	0	0	5067	0	3142.4	0	4669.9	0	0	0	4198.3
8836	0	0	0	0	0	1664.4	0	0	0	0	0	0	0	1288.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26999	50685.4	13113.9	18114.5	25210.6	29809.6	7238.2	23971.5	26043.2	31463.9	26863	18751.5	26152.6	25277.8	28777.4	22521.3	25051.5	27581.2	19101.7	17507.6	15228.3	42938.7	19224.3	24010.5	10138.7	24570	19368.4	25487.6	39942.8	26439.6
8833	6351.7	5428.2	6625	5289.9	4895.9	0	0	0	4402.8	8248.5	9843.3	6295	7877.2	3040.7	10443.7	7276.4	7978.8	8462.7	0	0	6765.7	0	7788.5	0	3602.8	5580.8	0	5427.9	4636
8832	0	0	0	0	0	0	3568.1	0	0	0	0	0	0	1525.8	0	0	1646.3	0	0	0	0	0	0	0	0	0	0	0	0
2205	0	15483.5	0	0	12015.8	0	0	0	0	0	0	0	17182.5	0	0	0	0	0	5121.8	0	0	0	1045.1	0	5034.1	0	0	0	0
729991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4344.3	0	0	0	0	0	0	0
26809	131857.7	164935.2	161638.1	195008.3	168489.4	147333.8	202997.3	124929.2	245432.2	196738.1	192117.5	149205.4	241568.9	214677.2	182689.4	147086.7	197894.7	134036.5	181519.8	194222.2	184358.5	149100.9	149581.2	144171.9	194304.3	209454.7	261716.9	140315.8	166157.2
7678	0	1615	0	0	0	0	0	0	0	0	1196.1	0	0	0	0	0	0	0	1956.5	0	2254.8	0	0	0	0	0	0	0	0
26805	0	1848.5	8048.5	6154.6	5476.9	7353.9	3849.3	0	6468	8729.9	3341.8	4363.6	0	4956	5656.2	4198.8	5630.7	5960.7	4718.3	0	4879.2	11726.9	4299.5	4073.2	3880.2	0	7705.5	4631.1	5963.8
26804	0	1848.5	8048.5	6154.6	5476.9	7353.9	3849.3	0	6468	8729.9	3341.8	4363.6	0	4956	5656.2	4198.8	5630.7	5960.7	4718.3	0	4879.2	11726.9	4299.5	4073.2	3880.2	0	7705.5	4631.1	5963.8
7673	3960	2793.5	0	0	2946.5	3234.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4113.7	0	1259.7	0
553128	0	0	0	0	2933.3	0	0	0	0	0	0	0	0	1986.9	0	0	3587	0	0	0	0	0	0	0	0	0	0	0	0
1759	0	0	0	0	0	0	0	0	0	0	1627	3383	0	0	0	0	0	0	0	0	0	0	0	0	2606	0	0	0	0
1758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1756	0	502.2	1140.3	0	1805.8	0	0	0	0	0	0	2910.5	0	0	0	0	0	0	0	0	0	0	0	1918.6	0	0	0	0	3470.9
1755	0	0	0	0	0	0	0	0	0	0	0	19693.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14358.9
9220	0	4419	6539.3	9160.8	3485.4	7657.1	3939.5	9234.6	9496.3	11565.8	6105.3	4336.7	0	9216.3	6601.1	5656.4	8148.3	6001.9	7553.9	6185.9	0	10540	6804.4	10099.3	8948.4	6507.7	0	10303.5	8048.3
832	12940.5	12801	12134.1	9942.9	11272	18306.2	0	10799.8	9524.7	11098.9	15162.5	12559	7081.9	8120.7	10447	10891.4	14790.6	11790	11383.5	0	23066	8820.7	15519.7	11985	13845.7	9265.6	0	10655.6	11613.4
1285	0	0	0	0	0	0	5336.5	0	0	0	0	0	7270.9	0	0	2241.3	1193.1	0	0	0	0	5955.1	0	0	0	0	0	0	0
1284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1287	0	0	0	0	0	0	0	1922.3	0	0	1626.7	0	0	0	0	0	5233.3	0	0	0	2063.7	0	0	0	0	0	0	0	0
1286	0	0	0	0	0	0	0	0	0	0	0	1522	3312.1	0	0	0	0	0	0	5413.1	0	0	0	0	0	0	0	0	0
11168	11489.4	9628.4	11080.2	9293.4	10210.7	7732.9	7152.4	3043.9	10422.7	6025.2	9798.2	9520.5	7875.6	10895.7	18687.4	9517	4695.5	0	6175.9	0	8598.8	8284.7	16312.4	6539	8730.8	11455.3	8688.8	10978.1	13379.2
11169	2900.6	976.1	0	3383.1	0	0	0	0	0	0	0	0	0	1804.4	0	0	1122.4	1547.5	0	0	2432.6	0	0	0	0	0	4993.1	877.5	0
58525	0	840.7	0	3756.9	0	3967.1	8196.2	0	1844.3	0	0	0	0	1582.6	1078.9	0	0	1254.3	1539.5	0	0	0	1491.5	0	0	0	0	0	0
1282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11165	5741.4	3504.8	5176.6	6759.5	0	0	0	2918.2	6498.5	0	4942.9	3884.7	7542.4	4578.7	4669.8	3485	3326.8	5643.6	5255	0	0	0	4351.7	6998.2	3199.2	7640.2	0	4196.2	0
11166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11167	0	0	0	0	0	0	3210.5	3014.9	0	0	947.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3026.3	0	0	0
11160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1707.6	0	0	0	0	0	0	0	0	0	0	1548.7	0
11161	0	0	0	0	0	1249.6	0	0	0	0	0	0	0	593.3	0	0	0	0	0	0	0	0	0	0	0	2484.9	0	1147.2	0
11163	0	0	0	0	0	0	0	0	0	0	0	2086	0	0	0	0	0	0	0	0	0	0	0	1611	0	0	0	0	0
100129583	0	0	0	0	0	0	0	0	0	0	0	0	1459.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8764	0	1909.2	3782.7	0	3678	3455.8	18019.6	0	2898.8	2389.4	2613.9	0	0	4211.1	1783.6	3936.9	0	2032.6	5061.6	0	0	0	3459.4	0	3252.9	9817.1	16243.9	3529.4	5178.7
1579	0	0	0	0	0	0	8831.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8766	7318.6	4712.7	5033	4819.7	0	5345.9	0	4326.3	3631.4	4749	4111.9	0	6892	3247.1	3985.1	5312.3	3007.7	6681.4	4238.8	0	5831.7	0	7242.3	0	4605.6	3027.1	5108.3	4412.1	5937.9
689	48599.7	60680.6	71444.1	82846.4	50181.4	66638.9	60335.1	40853.8	89659	77911.1	75952.9	69185.2	98584.5	67433.3	77832.9	82834	81839.8	48031.5	96378.1	82700.5	82084.9	61946.6	65149.1	41750.4	64965.6	68600	113280.2	58389.7	88208.2
8760	0	0	0	0	0	0	0	0	3197.5	0	1035	3604.2	5239.3	0	1566.4	0	1616	1665.3	0	0	0	4790.2	3028.5	1775	0	0	0	0	0
8763	7665	10116.8	6259.3	14510.2	11085.1	13087.4	11320.1	9101.9	10382.9	12512.2	8439.7	16013.5	14669.8	51638.1	8048.1	10483.9	6256.9	9533.6	11073.9	0	9138	11632	13203.7	5891.3	24595	8062.3	0	10210.9	12965.6
1573	0	0	0	0	1516.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
684	0	0	0	2480.5	9553.1	31806.1	0	0	8047.5	0	11352.8	0	10490.7	6490.5	3511.9	4085.7	0	5881.3	18820.5	11394.5	0	4859.4	0	11109.6	7090.6	0	0	5730.4	5977.7
1571	0	1213.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	701.5	0	0	0	0	0	0	0	0	6830.6	0	0
686	0	0	0	0	0	2956.4	0	0	0	0	0	4760.6	0	0	0	0	1865.1	0	0	0	2155.8	0	0	0	0	1949.8	0	0	0
1577	0	0	12887.6	0	0	0	0	0	0	0	0	6790.4	0	5072.8	0	0	10806.7	0	7632.5	27210.2	0	0	17605.6	0	0	23656	0	5126	0
680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2622.5	0	0	0
683	0	0	0	0	0	4517.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
682	7137.1	14826.3	16633.4	12692.7	17343.6	18149.9	0	15355.1	10133.9	12279.5	9696.1	6111.2	16569.2	6018.1	12963.7	12958.5	15548.6	6534.4	18946.6	0	9788	7638.5	8350.3	15635.2	18523.9	21630	0	17085.9	7923.6
50859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1592.2	0	0	0	0	0	0	0	0	0	0	0	0
8502	0	0	0	0	0	0	0	0	6135.1	0	0	0	0	0	3006	2372.5	3867.9	3644.2	0	0	0	0	0	0	3538.3	0	0	0	0
5627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5626	0	0	0	0	0	0	0	0	0	0	0	0	6656.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5624	6114.1	0	0	0	0	0	5346.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4312.2	12172.3	0	0
5621	0	4525.6	2673.1	2956.3	4983.8	0	0	6776	4321	0	0	3043.2	0	3907.6	4446.6	0	0	6026	8772.3	0	0	0	3239.8	3297.5	7372.4	0	4818.6	5019.6	4154.4
8493	0	2244.6	1664.2	0	0	0	0	0	1866.7	4156.4	1642.8	0	0	0	1676.9	0	2118.9	2370.6	0	6028.6	0	0	3100.7	2905.6	0	0	0	2244.4	0
8492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8490	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1201
8497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8495	0	0	0	0	0	2350.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8498	6606.4	4397.7	0	0	7263.8	0	0	0	0	0	3067.7	0	9884.8	3892.9	3345	0	2841.5	3378.8	2416.8	0	0	5292.9	0	7690.2	4804.4	3813.7	9039.2	5436.4	5012.2
114049	0	3218.4	0	0	3392.5	0	10565.8	0	0	3764	3341.9	5161.2	0	0	2958.5	0	3010.9	0	0	19812.5	0	0	0	0	0	0	13707.8	3296.2	0
23274	2667.5	3890.3	2090.2	0	2213.4	3394.5	0	3585.9	0	3603.9	2353.6	4284.8	3343.4	3095.1	3351.2	2647	2072.4	3152.3	0	0	3736.9	4668.5	2834.9	2879.8	4104.8	0	0	4589.2	2646.6
5997	0	1799.7	0	0	4472.6	6041.9	0	4585.7	0	0	1871.5	3687.5	0	0	1877.5	4494.2	1637.4	1425.2	0	0	0	0	4997.1	0	0	7359.6	0	0	1597.7
5996	0	0	0	0	0	0	0	0	2191.3	0	0	0	8739	1356.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5990	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5993	0	3305.3	4685.8	0	2257.8	0	0	3498.2	4436.9	2755.3	4461	0	0	4712.4	3714.6	4236.2	3396.4	4533.8	4228.6	0	0	6600.2	3142.4	5746.3	4265.2	3402.9	12145.7	4507.5	3349.3
5992	0	0	0	0	0	0	4918.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2794.5	0	0	0	2705	5677	0	0	0	0	0	0	0
84864	0	710	0	0	0	0	3772.2	1362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4677	6997	17389.1	9316.1	11181.5	18398.2	13239.2	0	9484.3	10044.9	13295.1	7373.4	9783.7	0	16765	7798.9	9680.9	8403.7	15523.5	15367.8	0	11075.8	9710.5	14102.3	8894.5	12286.5	6717.8	0	13740	10901.2
101060692	14139.1	5052.6	9110.9	5951.1	12821.6	14184.9	12283.4	0	9492.4	10302.7	13263.4	3607.3	12242.2	4023.9	16997.6	0	8617.7	4979	0	28249.4	9024.1	15630.8	0	14658.9	0	8666.4	13358.2	10261.5	0
1669	0	0	8191.7	0	0	0	0	0	0	0	8706.9	0	0	1277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6781	0	0	0	0	0	0	0	0	0	0	0	0	4293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6780	0	4240	4943.9	4621.4	4179.1	0	0	4179.1	2738.5	5070.6	4418.2	5542.3	0	4856.5	8052.8	3018.5	3853.1	5268.9	4351.4	2898.7	0	0	5248.2	3900.3	3283.3	0	0	4134.8	5168.6
6782	0	4332.8	1263.8	0	4418.1	0	0	0	2734.7	0	0	1939.3	0	1664.4	0	1246.3	0	1847.6	0	0	2088.5	0	2685.9	0	0	0	0	1787.2	2852.4
6787	0	1060.3	1418.7	0	0	0	0	0	0	0	2117.9	0	0	1841.5	2341.7	2226.3	0	3714.5	0	0	0	0	0	0	0	0	0	2187.8	0
6786	8853.4	4598.1	0	9331.1	6243.8	7601.1	0	7689.1	12316.6	6553.6	6402.2	7084.3	4039.5	6658.5	9506	8813.9	8174.5	9456.3	7178.6	0	9490	0	5442.7	5491.4	11114.9	6193.5	0	11630.5	5672.7
6789	0	730.9	0	0	0	0	0	0	0	0	1152.2	0	0	0	555.9	0	0	0	0	0	0	0	0	0	0	0	4108	0	0
6788	0	1433.8	0	1958.6	0	0	0	0	0	0	0	0	0	0	698.6	0	0	1824.5	0	0	0	0	1574.9	0	0	0	0	883.1	0
898	0	0	0	0	3437.6	0	0	0	0	0	0	0	0	0	1734.7	0	0	3197.9	0	0	0	0	0	0	0	0	0	0	0
23647	3146	1654.9	0	0	0	3487.1	0	0	2621.6	1979.5	3412.9	0	0	3231.2	1505.8	1985.7	0	3120.3	0	0	0	0	2925.1	0	5245.2	0	0	2353.5	5013.7
56136	0	0	0	0	0	0	0	0	0	0	1053.5	0	0	0	0	0	0	0	0	0	0	4941.4	0	0	2723.7	0	0	732.7	0
56137	0	0	0	0	0	0	0	0	0	0	2076.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3148.3	0	0	0	0	0
241	0	13950.3	4775.1	5563.8	19812	0	0	22397.7	0	0	4152.6	9587.6	0	2762.1	5652.3	0	1982.1	5208.4	2225.9	0	0	0	2931.1	0	3566.5	5115.8	0	9283.4	6765.8
286205	0	0	0	0	0	0	4297.8	2545.7	0	0	0	0	0	0	0	0	1735.8	0	0	0	0	0	0	0	0	0	0	0	0
242	0	1456.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	931.7	0	0	0	0	0	0	0	0	0	0	0	0
248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
51606	0	2403.8	0	0	2816.6	2894.1	0	0	0	2126.5	1721.2	0	0	1772	1438.1	1631.7	0	1405.8	0	0	910.1	0	0	1487.8	0	3896.4	0	1846.8	0
7490	0	1693	0	3240	1853.3	5304.3	0	2316.5	2032.2	0	1313.8	2104.7	0	0	0	0	0	1320.1	0	0	0	0	0	0	0	0	0	0	0
10010	0	1004.3	0	0	0	0	0	0	1114.9	0	0	0	0	0	0	0	0	1076.8	0	0	1485.2	0	959.4	0	0	0	0	0	0
9249	0	2014.1	0	0	0	0	0	0	0	0	2431.3	0	4665.6	7644.8	3348.8	970.4	0	3549.2	8828.1	0	0	0	0	5320.7	0	0	0	1413.8	0
9538	4646.1	2405.6	5668.4	4843.5	1268.1	4753.3	0	0	3497.9	0	5667.2	5603	0	2603.8	2224.4	2681.1	3489.3	2598	4606.6	0	3506.3	11972	6870.7	524.2	1441.8	0	7522.7	3886.6	5895.7
9537	0	0	0	0	1306.7	0	0	0	0	0	1380.6	0	0	0	0	3118.1	2547.5	0	0	0	2621.5	0	1871.6	5213.8	0	0	0	0	0
9535	15082.1	14375.3	13636.8	16047.5	18001.5	11113.9	19974	15867.2	20088.4	16266.5	17503.7	26451.4	11845.1	18018.9	14429.2	19006.6	9319.8	14990.9	14777.3	13906	22957.8	13532	26289.2	16383.4	23533.5	12929.8	0	19001	27703.9
9534	2241.2	2705.6	2094.5	2075.6	2654.3	0	0	0	3903.9	0	1885.7	0	0	2528.7	1967.9	2775.4	2606.8	1709.5	1375.8	0	0	2471.4	2591.2	1869.1	0	3663.3	0	2883.2	0
9533	0	0	0	0	0	1972.2	0	0	0	0	1325.8	0	0	823.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9532	0	748	0	5108.6	0	0	0	0	0	0	1150.6	0	0	0	1474.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9246	3803.6	6311.2	9563.9	14361.5	8307.4	18277.6	11565.6	0	9844.6	8411.6	13801.1	14821.5	10457.1	16015.5	12761	11513.4	11247.1	13214.7	8654.6	10224.3	11058.9	7125.8	12528.1	11314.1	10404.1	10842.7	9831	11026.6	12922.4
219333	0	8482.3	0	4989.4	10174.5	0	7906.3	0	6851.4	0	3611.6	4344.2	0	6298.7	4466.3	4766.4	0	3810.9	3778.7	0	0	0	4314.6	4910.2	5180.6	0	0	3100.7	1972.2
3698	0	0	0	0	0	0	0	0	0	0	0	2822	3241.2	0	0	0	0	0	0	0	0	0	0	0	0	3463	0	0	0
3699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3690	0	0	0	0	0	0	0	0	0	0	1271.5	0	0	0	0	0	0	0	0	8685.9	2706	0	0	0	0	0	0	0	0
3691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3599.1	0	0	0
3692	15265.8	9538	11231.3	8485.8	8615.9	10325.4	0	13822.7	11478.5	8573.5	13051.7	11394.7	14133.6	10045.3	12819.4	13604.6	19001.1	9254.3	11745.9	20170.6	8831.6	12069.3	10099.4	10010.8	8064.3	0	16861.2	10376.4	9553
3693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3695	7081.8	0	0	0	0	8083	0	0	3163.5	2253.3	0	0	0	1018.2	0	0	0	0	0	0	0	0	0	0	4046.4	0	0	0	0
3696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26039	3050	785.7	0	1188.9	1995.3	1943.2	0	0	0	0	888.1	0	0	0	1293.6	0	1441.2	1191.7	0	0	0	0	2176.3	0	0	0	0	1689.9	0
26034	4971.2	0	0	0	0	0	0	0	0	0	0	0	0	2109.7	0	0	2353.7	0	0	0	3178.1	0	1125	0	0	0	0	0	3889.1
26035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1320.5	0	0	0	0	0
26036	0	2238	3574.3	0	2849.4	4117.1	0	4215.1	0	4316.6	2443.2	4906.3	0	4292.1	4232.5	2607.7	3779.5	3616.2	0	0	3738	4526.4	4099.3	4361.8	4359.3	4035.9	0	3767.9	3564.2
26037	5268.1	5991	0	0	7610.5	0	0	0	0	0	0	0	0	0	0	0	0	1006.7	0	0	0	0	0	0	0	0	0	0	0
26030	0	0	0	0	0	0	0	0	0	0	0	6536.7	0	0	0	0	0	0	0	0	0	0	0	17080.3	0	0	0	0	0
26031	0	0	1891.7	1246.3	4281.6	0	0	4721	0	0	0	0	0	3134	0	0	0	0	2801.7	0	0	0	0	0	0	0	4641.7	0	0
26032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2093.4	0	0	0	0	0	0	0
202559	0	0	0	0	0	0	1872.5	0	0	0	0	0	0	680.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22800	0	1904.9	1060.2	0	0	0	0	0	1780.1	0	0	0	0	0	842.8	0	0	1467.6	0	0	0	0	0	0	0	0	0	0	0
3595	0	0	0	2615.2	0	2002.4	0	0	0	0	0	0	0	0	0	0	1120.3	551.8	0	0	0	0	0	0	0	0	0	0	0
645037	4945.6	2024.2	0	0	3178.7	0	8013.1	0	0	0	0	0	0	0	0	0	0	3868.4	4104	0	0	0	0	7274.2	0	7774.2	5551.1	0	0
22809	2770.8	2300.9	0	0	2906.8	0	0	0	0	0	2081.7	0	0	0	2074.8	1530.3	1174.8	3155.1	0	4818.9	0	4706.7	2409.9	4073.7	2318.4	0	0	2173.5	0
22808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
