classes	TEL-AML1_1	TEL-AML1_2	TEL-AML1_3	TEL-AML1_4	TEL-AML1_5	TEL-AML1_6	TEL-AML1_7	TEL-AML1_8	TEL-AML1_9	TEL-AML1_10	TEL-AML1_11	TEL-AML1_12	TEL-AML1_13	TEL-AML1_14	TEL-AML1_15	TEL-AML1_16	TEL-AML1_17	TEL-AML1_18	TEL-AML1_19	TEL-AML1_20	TEL-AML1_21	TEL-AML1_22	TEL-AML1_23	TEL-AML1_24	TEL-AML1_25	TEL-AML1_26	TEL-AML1_27	TEL-AML1_28	TEL-AML1_29	TEL-AML1_30	TEL-AML1_31	TEL-AML1_32	TEL-AML1_33	TEL-AML1_34	TEL-AML1_35	TEL-AML1_36	TEL-AML1_37	TEL-AML1_38	TEL-AML1_39	TEL-AML1_40	TEL-AML1_41	TEL-AML1_42	TEL-AML1_43	TEL-AML1_44	TEL-AML1_45	TEL-AML1_46	TEL-AML1_47	TEL-AML1_48	TEL-AML1_49	TEL-AML1_50
10309	0	0	0	0	0	0	0	0	0	0	0	0	2217.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1532.8	0	0	0	0	2023.1	0	0	0	0	0
10307	0	0	0	0	0	0	0	0	0	0	0	3687.3	0	0	0	1744.7	0	0	0	0	2884.2	0	0	2446.9	0	0	0	2764.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1495.7	0	0	0	2790.5	0	0	3152
10654	0	0	0	0	0	0	0	0	0	0	0	0	0	3601.1	0	1970.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10657	11163.3	17142.2	15030.6	14730.8	16235.8	18688.9	11984.5	14989	11284.6	12407.7	16919.8	17715.6	20372.2	14682.6	11746.4	12696.3	11347.3	14062.7	13356.6	16405.4	18002.7	15904.7	12142.6	15847.4	12585.3	14264.9	15438.8	11848.5	13980.3	6442.9	13795.6	18725.4	13471.1	13910	11712.1	13631.6	15889.7	14391.4	12680.6	19671	12436.7	16378.6	15112.1	14372.7	12699.3	13775.2	11304.6	12676.6	13842.5	14682
10656	5881.8	2833.4	3351.6	5326.1	5791.4	4346.9	4240.3	3497	0	4427.5	5432.2	0	6851.4	4576	0	2974	3832.7	4845.4	7353.7	0	4385.7	6468.1	4926.8	7378.5	3756.2	3732.3	4403.9	0	3691.9	2619.6	4213.8	8024.1	8517.9	4188.9	0	5765.3	5460.9	0	4888.4	4714.6	6502.3	6369.9	7856.4	0	4356.9	4404.7	3172.2	5403.8	3882.1	6445.9
10651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1136.4	0	0	0	0	0	0	0	0	0	0	0	1318.1	0	0	0	0	0	0	4208.9	0	0	0	0	0	0	865.1	0	0	0	0	0	0	0	0
10302	0	2505.5	3039.6	0	1722.9	0	0	0	3245.9	0	2953.5	0	3010.9	2486.1	0	2445.1	2550.3	0	0	0	0	0	2244.1	3681	0	1752.1	0	2508.3	0	0	0	3054.6	3027.5	0	2261.2	2110.6	3203.6	0	2977.5	0	0	2670	3434.5	1821.8	2224.5	2614.6	2586.2	0	3696.4	0
10301	0	0	1687.4	0	2422.2	0	0	0	0	0	0	0	0	0	0	0	0	1485.5	0	0	0	0	0	1051.1	0	852.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1325.8	1079.7	0	0	0	0	0	0	1247.4
10300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3039.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5149	0	0	0	0	0	0	0	0	0	0	0
4794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1302.1	2440.4	0	0	0	0	0	0	0	0	0	0	0	3066.7	0	0	0	0	0	0	0	0	0	0	0	0	1064.5	0	0	0	0	0	0	0	0
7919	17467.9	21898.4	25407.8	24482.4	24194.5	27954.4	21194.2	19794.1	29834	20761.5	31295.7	23265.4	20798.9	21911.1	23786.3	19394.1	21751.7	28091	17445.2	20336.8	25013.9	25928.9	25517.8	26765.4	33540.3	24440.8	25838.8	38360.4	23659.6	15956.9	26731.9	26420.7	19614.4	21512.6	21941.1	17505.1	28982	25935.6	22324.4	22380.8	24382.2	20670.4	23369	26328.2	30639.9	31563.2	21438.2	17511.5	20233.3	21166.2
100996761	0	0	0	0	1238	0	0	0	0	0	0	0	1420.2	0	0	0	0	0	0	0	0	0	1635.6	0	0	938.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93.6	0	0	0	0	0	0	0
4795	0	0	0	0	0	0	0	0	0	0	0	0	0	2725.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6195.3	0	0	0	0	0	0	0	0	0
7913	12237.2	7737.1	15435.1	12124.2	10961.9	15563.9	11129.2	10817	10593	9391.2	15317.8	9926.2	17377.4	16827.7	11285.6	10264.9	7855.4	9711	11338.6	13604.8	12508.9	10753.1	11182.7	10918.8	8706.5	10931.1	9839.8	8625.7	12419.3	9941	9478.5	17545.1	13021	9565.2	10780.9	12474	10034.3	4357.9	12680.2	11186.3	9974.2	10348.1	16487.8	15899.9	11367.4	13769.1	9643.1	11677.8	14774.7	9707.3
6594	0	0	0	0	0	0	2827.9	0	0	0	0	0	0	0	0	854.6	2225.9	0	0	0	0	999.8	0	0	0	0	0	0	0	0	2374.8	0	0	0	0	0	0	0	0	2005.8	0	0	818.5	0	0	0	0	0	0	0
7917	18463.9	14360.9	15784.6	14825.4	20498.5	0	10082.8	11320.2	16548.2	17089.7	16015.8	23640.6	15431.4	13369.9	16003.7	15214.9	18361.4	16153.4	17790	21857.9	18836.1	13943.5	0	14069.5	16694.4	13982.5	15228.2	14148.9	12379.6	9999.8	15738	14083.9	17843.8	12292.2	14332	15157.8	17212.1	12652.1	16414.1	17773.1	15785.1	17296.8	15067.8	16333.8	13488.5	15174.9	12610.8	14948.1	15428.9	11033.7
7916	10113.2	11817.5	6540	7136.3	9107.6	0	14477.1	0	16444	9072.9	15022	0	0	11830	0	8496.1	11636.7	17120	9858.7	11693.3	0	15994.3	9895	8738.2	12432.5	12542.7	10064.8	13074	11936.3	10611.6	14228.2	12747.5	0	10647.8	0	13822.3	10358.5	12380.3	10109.4	8421.5	9271.9	0	6803.4	12689.6	14377.7	6186.2	10288	3732.2	0	6209.6
7915	7956	6750.7	9669.4	11353.8	4497.6	8219.3	10304.9	9130.8	6839	8929.1	8958.3	10838.2	14524.4	14868.8	11556	14650	8250.6	7055.4	8464	9625.2	12669.7	6994.3	8336	15076.4	11975.2	9819	8183.1	7114.9	7750.5	6953	8150.4	21016.3	6782.9	11107.2	6805.2	8980.7	10680.5	4809.3	9442.1	9876.6	7272.7	11498.6	10067.1	8775.2	9917.9	7883.1	10404.3	11024.1	0	9396.1
378951	0	0	0	0	0	0	0	0	1442.8	0	0	0	0	0	0	0	0	0	0	0	661.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2349.9	0	0	0	0	0	0	0	0	0
7980	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
81553	0	0	5157.9	2186.4	0	0	0	0	0	0	1430.3	0	0	0	0	1259.3	0	0	0	0	0	0	0	0	1495.2	1755.7	914.7	0	0	0	0	0	0	0	0	0	1782.1	0	0	0	0	0	2568.6	0	0	0	3692.7	2534.5	4194.8	0
6288	0	0	0	0	0	0	0	2186.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2660.4	0	0	0	0	0	0	0	0	0
10629	0	0	12812.9	4487.1	20794	0	0	66808.4	0	108133.8	18676	0	63476.2	0	33061.3	19451.8	3949.7	12445.8	21519.2	23032	0	22723.6	0	12528.6	0	35463.9	0	85630.5	6970.3	23461.3	20410	0	0	0	0	193837.5	7374	10553.6	17849.6	0	14305.7	0	0	0	0	46795.4	0	60950.6	0	3778.9
6284	3737.9	0	3522.1	0	1261.9	0	3884	0	0	0	2591.1	4415.3	505.2	2424	0	520.6	0	1961.5	2323.1	0	2329.4	0	0	3965.4	0	1638.7	2369.4	0	0	0	0	4715.3	2005.3	0	0	0	0	0	3247.1	0	4599.3	1898.3	1918.4	0	1851.1	1463.6	0	0	0	0
6285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6286	0	0	0	0	0	0	0	0	0	2539.8	0	0	0	0	0	0	0	0	0	0	2477.1	0	0	0	0	11141.5	0	0	0	0	2735.5	0	0	0	0	0	0	0	0	2177.8	0	0	0	0	0	0	0	0	0	0
6280	0	0	2381.6	0	2581.4	0	0	26355	4936.9	17812.6	0	0	5735.9	0	0	28042.1	3153.6	0	0	0	0	4806.4	0	0	0	134697.9	0	0	0	0	0	0	0	7008.4	9489.5	7015.3	5151.3	11074.9	0	0	0	4029.5	0	0	0	3867.4	1721.2	4428.1	0	0
7982	6096.8	0	0	0	0	0	0	0	0	0	1704	0	0	0	4132	0	4058.4	1982.5	0	0	0	3280.8	0	0	0	0	0	0	3546.4	0	0	0	6557.8	0	0	0	0	4523.3	0	0	0	0	0	4053.1	0	0	0	3070.9	4969.9	0
6282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2221.9	0	0	0	0	0	0	0	0	0	5871.6	0	0	0	0	0	0	0	0	0	0	0	989.8	0	0	0	0	0	0	0	0	0	0	0	0
6283	0	0	0	0	0	0	0	0	0	0	0	1078.3	0	0	0	0	0	0	0	0	0	0	0	0	0	27219.3	0	0	0	0	0	1671.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
182	0	0	0	1675.9	3032.3	0	0	0	0	0	0	0	0	1150.1	0	0	0	0	0	0	0	0	1996.5	0	0	0	0	0	0	0	0	0	0	0	0	0	1714.1	0	0	0	0	0	1360.1	0	0	0	0	0	0	0
26137	0	0	2797.1	0	3291.9	0	2256	0	0	0	3416.6	0	2240	2789.7	0	2389.4	4742.7	2182.8	0	0	3109.3	0	0	0	3079.7	1455.1	2779.5	3161	2530.5	0	0	0	0	0	0	0	0	0	2139.4	1446.6	0	3637.9	1351.1	3473.2	0	2491.1	1760.2	0	0	4936.1
26136	0	0	1121.4	0	0	1922.1	2652.4	0	0	0	0	0	0	0	0	1189.7	0	0	0	0	0	0	0	0	0	1357.1	799.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
186	0	0	0	0	0	0	0	0	0	0	0	0	354.5	0	0	0	0	0	0	1183.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26133	0	0	0	0	0	0	0	6748.2	0	0	0	0	0	0	0	3702.4	0	0	0	0	0	0	0	0	5539.4	4928.5	0	0	0	0	7846.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4882.3
185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2701.3	0	0	0	0	0	0	0	0	0	0	0	0	0	2166.5	0	0	0	0	0	0	0	0	0	0	0	1033.5	0	0	0
7984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2786.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
189	0	0	0	0	0	0	0	0	0	0	0	0	2772.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26138	0	1239.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	952.1	0	0	0	0	0	0	0	0	0	0	0	0	1928.1	0	0	0	0	0
5836	0	0	0	0	0	0	0	0	0	0	0	0	1147.1	0	0	0	0	0	0	0	0	0	0	0	0	5338.7	1410.8	0	0	0	0	0	0	0	0	1913.1	0	0	0	0	0	1815.6	0	0	0	0	678.6	1741.2	0	0
100506454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5976	4443.6	0	3902.5	5783.6	4860.1	0	4622.5	7055.1	2153.3	4857.4	3625.3	7163.2	1698.1	3528.4	4764.2	3272.8	0	7124.6	5778.9	3320.6	0	4805	4904.5	3566	4198	2425.6	3555.9	3784.8	0	5796	3009.5	5172.5	0	4303.8	4567.6	2544.4	3966.6	0	5161.4	2724.5	4111.7	0	5008.4	5628.2	6376.2	4254.9	4022.9	3064.5	0	3673.4
10018	5575.5	0	0	1331.9	0	0	0	0	0	0	1208.5	0	1709	0	1790.2	0	0	0	0	0	0	0	0	0	0	0	0	1174	0	0	0	1715.2	0	2125.4	0	0	1535.5	0	0	2010.2	2023.7	0	0	0	1315.3	0	0	0	0	0
100996792	0	8434.5	4220.5	3861.5	5593.5	9878	0	7269.2	5704.6	7840	6365.2	6514.1	6969.5	5143	11913.5	4632.4	0	5494.6	0	8992.1	5355.3	0	0	6022.9	0	7988	2800.8	9549.2	7732.5	4998.7	0	0	6554	7081.2	0	12792.4	3856.3	0	4245.7	0	4617.2	4028.2	3952.7	7891.4	5553.4	4563.1	0	5809.4	5865.3	3140.9
5833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2384.6	0	0	0	0	0	0
869	0	0	1174.5	0	0	0	0	0	0	0	0	2292.9	0	0	0	0	0	0	0	0	2231.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3885	0	0	0	0	0	0	2293	0	0	0	0
868	0	1770.3	2296.8	2945.6	3664.5	0	0	0	1391.8	0	3076.7	3055.6	1331.9	1802.6	3003.7	2135.1	0	0	0	0	0	0	1570.9	3175.7	1832.7	1011.9	1800.1	2776.6	2181.5	3817.8	0	0	0	2773.3	2939.4	3258.1	0	4986.4	1595.9	0	0	1927	1405.5	3981.4	0	1478.7	2064.2	2143.9	0	1973.7
56967	0	0	0	1552.7	3248.9	0	0	0	1342.2	0	0	0	0	1064.5	0	0	1080.4	4150.8	0	0	0	0	613.4	3084.5	0	2851.3	0	0	0	4245.5	0	1775	2253.1	0	1173.1	0	3886.9	0	0	0	0	3615.1	4321	4619	2897.1	0	0	2133.4	3898.5	2113.8
404672	5868	0	1501.1	3225.5	0	0	2751.3	0	0	1536.6	0	0	0	0	0	1938.6	0	0	0	0	0	0	2317.2	0	0	0	0	0	0	2869.7	0	0	0	0	2774.8	0	0	0	0	0	0	0	0	0	2797.1	0	2330.5	1500.8	2919.9	0
3449	0	0	0	0	0	0	0	0	0	0	0	768.2	0	0	454.2	0	0	0	0	0	3151.8	0	0	1828.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1590.6	0	0	0
93164	0	0	0	0	1740.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1866.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
861	11535.5	8713.1	12960.5	10349.2	8438.7	9517.3	8877.5	8484.3	10692.4	10294.2	15750.1	12557.5	14082.2	12137.9	16910.3	11070.5	12163.3	12998	7518.4	11830	9759	8957.6	9538.8	10878.2	13055.3	11043.1	13868.1	4713.8	11711.8	4296.6	8932.4	13556.3	14384.1	13257.2	11771.6	10400.1	14210.1	0	8972.7	15858.4	6256.6	11126.2	9734.4	6900	12643.4	7076.9	16077.6	9841.1	7008.7	14088
860	0	0	0	0	0	0	0	0	0	0	0	4599.5	0	0	0	0	0	0	5107	0	0	0	0	0	0	0	5837.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
863	9055.9	26562	26992.9	30909	36141.1	26372.8	16027.9	27224.5	49407	27472.6	44352.8	35327.6	31850	30036.7	23294.1	36474.7	35768.9	27326.6	34283	41636.7	38726.4	27132.5	29150.3	32858.4	39131.1	29841.3	38658.9	26187.8	26601.1	7718.4	32222.2	19889.3	27156.1	32485.8	34325.3	36777.2	46139.6	25191.7	26431.2	52656.5	28419.4	44783.8	24159.2	26129.1	26373.2	46007.8	28880.6	15198.7	16309.8	30945.3
5831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1380.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1189.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
864	0	0	0	0	2681.9	0	0	0	0	0	0	0	0	0	0	3385.1	3183.8	908.9	0	0	0	0	2939.8	0	0	1231.2	0	2254.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3538.7	0	0	0	0	0
3443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1355.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1650	0
3442	2781.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1689.9	0	0	0	0	0	0	0	0	0	0	0	0	0	1883.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4593	0	0	0	0	0	0	0	0	0	0	0	0	0	817.7	0	0	0	0	0	0	0	0	0	0	0	0	0	1397.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2117.1	0	0	0	0	0
2026	0	5409.8	0	0	0	0	0	0	0	0	0	0	0	0	3406.3	2311	0	0	0	0	0	0	0	3397.1	0	2445	0	4886.3	0	0	0	0	0	0	0	0	2631.5	0	0	0	0	0	0	0	0	3818.6	3478.5	0	0	0
2027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1152.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020	0	0	0	0	0	0	0	0	0	0	0	0	0	1545.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2573.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022	0	12542.8	12151.5	15404.3	11581.9	0	16484.9	10016.5	0	19755.2	17121.1	18342.2	8151.7	12427.7	14981.7	9207.4	15259.7	18092.2	7145.3	13321.5	19607.6	11867.9	14392	8516.9	11898.5	9207.1	7454.8	0	20248.7	0	0	4867.9	18326.6	0	10445.5	8691.8	19340.5	0	0	11201.6	18868.4	9517	17048.4	10057.4	14314.6	8297.1	10922.1	7017.6	9699.5	6866.9
2023	48832.7	39046.9	38051.2	28862.3	23318.6	22735.6	32317.7	27672.6	25716.3	42527.6	37948.4	36934.9	22805.4	27416.9	37304.9	31962.9	28987.2	48570	29869.6	32934	40139.1	24924.3	38787.5	34684.4	39734.8	35011.6	44509.5	27230.5	35013.1	24356	38247.7	25184	34824.4	32539.8	55989.9	25038.9	55391.5	31481.4	47092.4	41825.2	35169.1	50608.5	40353.5	22126.6	23084.2	14458.9	39779	46067.9	37669.4	50288.1
57060	0	0	0	0	0	0	0	0	0	0	0	0	0	3733.4	0	0	0	0	0	0	0	0	0	0	0	0	2417.6	0	0	0	0	0	0	0	0	0	3325	0	0	0	0	0	0	0	0	0	0	0	0	0
2028	1959.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1595.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1492.3
2029	11317.3	18708.2	11909.7	9515.9	13161.1	14292.9	11251.4	12671.6	12056.6	9078.1	11482.6	15639	12422.1	11628.3	10728.6	9579.8	11880.5	12158.6	15212.3	14194.3	9119.7	9701.7	9841.6	10280.5	11669.1	9390	13101.6	8667.5	17902.1	3800.3	9095.6	13467.9	11381.7	7784.3	10174.1	10763.2	13466.1	8038.9	10506.2	11068.8	13196.9	13780	10721.9	13206.4	11438.4	13381.8	9854.1	12079.7	10445.7	11814.8
10152	0	0	0	1996.3	0	0	0	0	2682.1	0	0	0	0	0	0	0	0	3620.7	0	2102.1	0	0	0	2041.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2814	0	0	0
10153	2818.9	3446	3375.9	3445.1	5083.8	0	3672.7	0	5743.1	3066.6	3234.8	3327.7	3748.9	2836.4	0	3952.1	0	2735.7	4459.4	0	3305.4	3457.2	3846.4	3683.5	3450.6	3449.6	3458.6	2546.5	5107.6	2485.9	0	4920.8	0	0	0	3075.6	2796.4	0	3684.3	4320.9	3978.3	0	4141.8	0	1869.4	4541.8	2812.8	3448.3	5746.4	2845.1
10402	0	3775.7	2354.1	0	0	0	0	0	0	4936.9	0	0	0	3830.6	0	0	0	0	3852.4	1109.3	0	0	0	2607.9	6836	4278.6	7559.2	0	0	0	0	0	0	0	0	0	0	0	0	0	3466.4	5555.9	2647.9	0	0	4218.2	0	0	0	5948.7
5216	66194.2	88013.1	51288.6	39112.4	79850.3	59269.8	37485.8	77635	76672	46908.1	53269.5	70629.2	52089.8	51727.7	57979.5	66502.3	64699.7	94834.4	62636.4	94071.6	61451.6	46583.5	47940	55232	44535.1	74641.4	39660.6	55040.5	84366	30059	66375.8	55916.5	52939.7	36447.5	64110.3	59680.3	76524.8	60735.2	49620	70254.1	56079	54842.3	43862.5	41925.2	58698.5	45229.4	53210.8	49893.7	40112.6	45453.5
5217	2148.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2120.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1972.7	0	0	0	0	0	0	0
5214	0	7109	0	7994.9	0	0	0	10311	0	0	0	0	0	2692	7785	6089.7	5199.6	0	4380.7	4355.6	0	0	0	0	0	0	6295.1	5386.5	4547.9	0	0	0	0	0	7669.9	0	6862.3	0	4977.1	6162	3009.5	0	4577.7	0	0	0	0	0	0	7579.8
5213	0	0	1582.9	0	0	0	0	0	0	2289	1903.5	0	3147.7	2258.9	0	1604.4	0	2593.9	0	2063.1	0	0	2354.7	0	0	2308.8	2771.5	1405.9	0	0	0	0	0	0	0	1491.6	2605.5	0	4518.1	0	0	3661	2776.8	0	0	2805.7	3060.4	1991.4	0	2157.2
5211	0	7971.3	5069.3	10177.7	6140.4	0	0	6450.1	4443.7	0	7562.2	6193.8	5492.5	8012.6	5511.7	5321.2	7160.2	2600.4	0	9279	13012.7	6295.4	0	7829.6	8077.7	8999	5221.6	4624.1	5296.3	5466.3	6808.1	0	2803.4	0	0	5484.4	8448.5	0	6449.7	0	5935.9	5672.9	7759.9	7352.3	7395.7	0	7323.4	3402.5	0	2766.7
9331	0	0	562.7	0	0	0	0	0	0	0	0	0	0	0	0	772.6	0	0	0	0	0	0	0	0	0	750.9	0	0	0	0	0	0	0	0	0	924.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5218	17605	5240.7	7659	8411.5	10932.2	0	4797.5	7701.2	5200.9	8416.4	6084.2	6034.4	10198.8	7134.4	7793.1	7705.5	0	8330.9	8057	4113	8043.2	8315.8	6218.5	3759.1	7568.6	5732.8	2430.7	3606.5	9753.5	7812.7	0	3380.2	11475.3	7803.6	11458.8	16190.8	7625.5	6875.7	6928.3	9009.5	8427.2	13471.2	20183.6	6626.4	7245.2	8085.5	14831.4	4389.6	6737.6	12342.2
10157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	756.7	0	0	2129.5	0	0	0	0	0	0	0	0	0	0	1411.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1118	13999.8	8824.6	0	6023.4	0	0	0	0	0	0	0	0	0	0	9881.5	0	0	0	0	6099.7	6713.9	0	0	0	0	7953.5	0	0	0	0	0	0	7226.2	0	6820.5	0	0	0	6493.5	0	0	0	0	7503.2	0	0	0	0	16960.7	0
10155	21233.9	26383.4	22432.9	26289.6	30031.5	33903.2	18925	27333.4	38375.5	24347.4	30862.1	39913.1	26219.5	29648.1	22380	30214.9	30214.8	38438.4	25558.9	44092.5	35499	25485.6	33894.8	23977.1	30480.8	31998	25460.6	23459.2	30291.3	6163.2	32921.9	22729.1	23172.8	20877	33849.3	29586.1	39804.7	24887.5	21418	27125.2	35738.8	23542.3	24924.8	21899.7	34010.2	23136.5	23783.7	14466.6	16248	18435.6
10409	17086.1	0	12588.7	18252.1	25015.5	4125	8332.5	28594.6	3357.6	0	0	2165	0	7299	0	17140.7	0	0	0	0	19314.5	0	27900.2	0	0	8346.3	1180.5	2383.6	11186.6	8120.3	1883.7	7910.1	6878.2	0	0	0	7590.4	5119.7	0	36805.9	0	2230.3	13418.2	0	5701.4	5221.3	14038	5684.1	3482.7	1675.8
343990	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4066.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4800	0	5424.2	2694	6349.1	3634.1	0	0	4708	4083.1	3936.8	3808.8	4721.6	4772.5	3984.7	0	5137	5536.3	4524.7	5748.7	4196.7	3945.2	2517.3	0	0	3102.1	2989.9	3638.4	2894	4288.6	4230.4	0	3920.1	5048.7	3979.8	2499.2	3185.8	3533.7	0	0	4316.7	2568.5	3817.2	4057.3	4156.7	4490.1	5065.3	5872.1	0	0	3564.8
3059	0	19108.9	22069.1	19971.5	22576.3	21290.2	20372	22908.8	20561.5	18629.4	19903	22186.1	12789.9	20916.6	18136.4	20793.3	17414.6	23030.1	17689.1	20310.8	20008.6	21274.3	20825.2	17521.3	21625.6	26782.6	22264.4	21805	23335	11914.2	18755.7	15060.5	14821.2	14869.4	19273.5	13042.4	21041.1	23527.9	22247.9	23621.3	24270.4	16320.9	14201.3	21835.3	25081.2	15791.4	20791.9	20199.2	15937.1	24406.1
4801	6672.5	3915.2	8128.3	5540.2	5608.7	6001.6	7476.8	6744.3	4884.7	8796.1	6736.9	4461	8495.3	6652.6	4639.7	4697.7	0	4211.3	3181.1	5105.8	2483.6	5646	4271.7	5153.9	5864.8	5854.9	5713.6	5380.5	6409.5	7040.9	5193.1	4716.2	9159.6	4890	0	7870.3	5197.4	5962.3	5284.6	5205.1	5062	8012.5	7060.8	7383.4	5787.3	7878.1	5619.1	6663.7	6723.7	5635.9
